user_id,contract,most_search_t6,count_t6,category_t6,most_search_t7,count_t7,category_t7,keyword_changed_flag,category_shift_flag,category_transition,most_watch_type,taste_profile,activity_level,active_days,total_giai_tri,total_phim_truyen,total_the_thao,total_thieu_nhi,total_truyen_hinh
92362607,,tái sinh báo thù,3,Phim ảnh,ca m,16,Khác,Yes,Changed,Phim ảnh -> Khác,,,,,,,,,
92401546,,em đẹp nhất là khi mỉm cười,4,Phim Trung Quốc,hon ca,4,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
92491207,,hoán mệnh,2,Phim ảnh,phim cô dâu gián điệp của tôi,2,Khác,Yes,Changed,Phim ảnh -> Khác,,,,,,,,,
92851739,,thiếu nhi,13,Tìm kiếm chung,thiếu nhi,18,Tìm kiếm chung,No,Unchanged,Unchanged,,,,,,,,,
93006446,,lưỡi gươm diệt quỷ,2,Anime,fairy tail,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
93121786,,người tình ánh trăng,2,Khác,eve,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
9319841,,fair,6,Khác,dao kiem than vuc phan 2,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
93214633,,kinh pho mon,4,Khác,kinh pho mon,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
93228494,,gửi thời thanh xuân ngây thơ tươi đẹp,2,Phim Trung Quốc,đừng gọi anh là cậu chủ,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
93248628,,phim chung tử đơn,5,Khác,phim lý liên kiệt,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
93277365,,queendom,8,Chương trình Hàn Quốc,46 ngày san bằng đám cưới,3,Phim Thái Lan,Yes,Changed,Chương trình Hàn Quốc -> Phim Thái Lan,,,,,,,,,
93416893,,vùng đất linh hồn,2,Tâm linh,hội pháp sư phần cuối,2,Anime,Yes,Changed,Tâm linh -> Anime,,,,,,,,,
93686805,,why her,3,Phim Hàn Quốc,kỉ nguyên trigger,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
93715380,,con gái bố già,2,Khác,u19 việt nam u19 thái lan,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
93744198,,why her,4,Phim Hàn Quốc,why her,3,Phim Hàn Quốc,No,Unchanged,Unchanged,,,,,,,,,
93748749,,jujutsu kaisen,6,Anime,kimetsu no yaiba,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
93752585,,bắt ma phá án,2,Phim Hàn Quốc,hoa gian tân nương,2,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
93773217,,hội pháp sư 2,3,Anime,hội pháp sư,5,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
93839660,,thử thách thần tượng,5,Chương trình truyền hình,thử thách thần tượng running man,4,Chương trình truyền hình,Yes,Unchanged,Unchanged,,,,,,,,,
93984767,,be mbitious,2,Chương trình Hàn Quốc,dear m,2,Khác,Yes,Changed,Chương trình Hàn Quốc -> Khác,,,,,,,,,
93988017,,nguy cơ tiên sinh,2,Khác,em là niềm kiêu hãnh của anh,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
94006276,,hoàng hậu công lược,2,Khác,the way to the heart,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
94143196,,tân tây du ký,2,Phim Trung Quốc,i land,3,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
94165274,,guitar concert,9,Khác,hòa tấu,7,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
94186263,,30 chưa phải là hết,4,Phim Trung Quốc,seol in ah,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
94205600,,chúc khanh hảo,4,Khác,tinh hà xán lạn,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
94298773,,sao băng,2,Khác,hoàng hậu cuối cùng thuyết minh,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
94377427,,cuộc sống thượng lưu,3,Phim Hàn Quốc,đời sống ngục tù,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
94472474,,dau phong,2,Khác,doraemon,8,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
94514516,,vân tịch truyện,2,Phim Trung Quốc,yêu nhầm chị dâu,2,Phim Thái Lan,Yes,Changed,Phim Trung Quốc -> Phim Thái Lan,,,,,,,,,
94551521,,kẻ truyền thừa,2,Phim chiếu rạp,tinh han xan lan,2,Khác,Yes,Changed,Phim chiếu rạp -> Khác,,,,,,,,,
94653026,,fairy tail,5,Anime,fairy tail,5,Anime,No,Unchanged,Unchanged,,,,,,,,,
94653095,,hoa của quỷ,2,Phim Hàn Quốc,tại sao lại là oh soo jae,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
9474523,,minh lan r,2,Khác,minh lan r,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
94857389,,mị nguyệt truyện,3,Phim Trung Quốc,không độ chill cool,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
94868654,,cô nàng trong trắng oh woo ri,2,Phim Hàn Quốc,bác sĩ yo han,3,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
94876275,,spiderman,2,Khác,gặp gỡ,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
94939671,,vin,2,Khác,penthouse,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
95085764,,fairy tail,2,Anime,hội pháp sư,6,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
95271991,,cà phê nhạc trịnh,2,Khác,karaoke như cánh vạc bay,2,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
9529909,,ve d,2,Khác,than,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
95355197,,em là định mệnh của anh,3,Phim Đài Loan,vẻ đẹp đích thực,2,Phim Hàn Quốc,Yes,Changed,Phim Đài Loan -> Phim Hàn Quốc,,,,,,,,,
9552537,,kênh nhân việt,15,Khác,kênh nhân việt,14,Khác,No,Unchanged,Unchanged,,,,,,,,,
95573945,,boruto,4,naruto the movie : Anime,baki,5,Anime,Yes,Changed,naruto the movie : Anime -> Anime,,,,,,,,,
95626039,,cuộc chiến thượng lưu,2,Phim Hàn Quốc,nhà trọ waikiki 2,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
95659792,,học viện cảnh sát,2,Phim Hàn Quốc,than,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
95741880,,vẻ đẹp đích thực,2,Phim Hàn Quốc,nga,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
95861854,,running man,2,Chương trình truyền hình,running man,2,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
95976959,,boruto naruto the movie,3,Anime,boruto naruto the movie,13,Anime,No,Unchanged,Unchanged,,,,,,,,,
96000897,,again my life,4,Phim Hàn Quốc,itaewon class,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
96036559,,nhất kiến khuynh tâm,2,Phim Trung Quốc,anh không thích thế giới này anh chỉ thích em,3,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
9607005,,võ mỵ,3,Khác,bằng chứng thép,4,Phim Hồng Kông,Yes,Changed,Khác -> Phim Hồng Kông,,,,,,,,,
96287720,,thế giới động vật,10,Tìm kiếm chung / Tài liệu,dân ca,30,Khác,Yes,Changed,Tìm kiếm chung / Tài liệu -> Khác,,,,,,,,,
96425776,,đại gia chân đất,11,Khác,mở nhạc trẻ 2020,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96471110,,nếu âm thanh có ký ức,2,Khác,thương khung,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
9654458,,con ti,3,Khác,tuổi trẻ của tháng năm,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96585905,,hoàn châu,2,Khác,chỉ riêng mình em,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96628591,,rambo,2,Khác,bans,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96693148,,lý tiểu long và tôi,4,Phim ảnh,ngọc,2,Khác,Yes,Changed,Phim ảnh -> Khác,,,,,,,,,
96696179,,lão cửu môn,2,Khác,cẩm tâm tựa ngọc,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96884626,,cuộc chiến thượng lưu 3,2,Phim Hàn Quốc,nắm giữ sinh mệnh,2,Phim ảnh,Yes,Changed,Phim Hàn Quốc -> Phim ảnh,,,,,,,,,
96892772,,romantic doctor teacher kim,2,Khác,oan gia phòng cấp cứu,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96907429,,trực tiếp tuyển việt nam đá với tuyển afghanistan,2,Khác,phim hình sự việt nam,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97037084,,học viện anh hùng phần 3,3,Anime,thập đại anh hùng,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
97076151,,nastya,36,Khác,nastya,13,Khác,No,Unchanged,Unchanged,,,,,,,,,
97083737,,iu,2,Khác,spooky,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97460481,,yêu,4,Khác,bác sĩ trinh thám,2,Y khoa,Yes,Changed,Khác -> Y khoa,,,,,,,,,
97483272,,huong duong nguoc,2,Khác,tokyo,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97641373,,cô nàng trong trắng oh woo ri,2,Phim Hàn Quốc,xin chào tay súng thần,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
97642106,,tuyển tập gia đình là số một,2,phim ngắn việt nam : Phim Việt Nam,ve dep dich thuc,2,Khác,Yes,Changed,phim ngắn việt nam : Phim Việt Nam -> Khác,,,,,,,,,
97670882,,siêu nhân,2,Phim hoạt hình,siêu nhân,2,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
97691262,,baki,7,Anime,attack on titan season 4,10,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
97750938,,hiromyia,4,Khác,baki,4,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
97775439,,phim hàn quốc,2,Khác,mr queen,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
97854956,,gái nhật,2,Khác,gái nhật,3,Khác,No,Unchanged,Unchanged,,,,,,,,,
97880735,,nữ thanh tra tài ba,4,Phim Hàn Quốc,phàm nhân tu tiên,5,Phim hoạt hình 3D Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim hoạt hình 3D Trung Quốc,,,,,,,,,
97894918,,spy family,2,Khác,boruto,4,naruto the movie : Anime,Yes,Changed,Khác -> naruto the movie : Anime,,,,,,,,,
97907741,,học viện anh hùng phần 5,8,Anime,được gặp em tại ngục tối liệu có sai phần 1,3,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
97921946,,doremon,6,Anime,khuemoclan,10,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
97926985,,bolero,3,Âm nhạc,bolero,3,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
97963295,,bằng chứng thép 3,3,Phim Hồng Kông,hậu vệ mat,2,Khác,Yes,Changed,Phim Hồng Kông -> Khác,,,,,,,,,
97970500,,song thế thanh xà,2,Khác,cẩm tú nam ca,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97981262,,fairy tail,8,Anime,thanh thanh tử khâm,2,Phim Trung Quốc,Yes,Changed,Anime -> Phim Trung Quốc,,,,,,,,,
98043068,,mbitious,2,Khác,kimetsu no yaiba,3,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
98053255,,hospital playlist,2,Khác,anna,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
98118709,,fairy tail,2,Anime,kênh vtv1,4,Kênh truyền hình,Yes,Changed,Anime -> Kênh truyền hình,,,,,,,,,
98230934,,attack on titan season 4,5,Anime,chiến hạm,6,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
9824449,,oresuki,6,Khác,su kien u19 viet nam thai lan,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98281643,,khach,3,Khác,hồi kí vanitas,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
98300322,,shoo,5,Khác,nguoi tinh cua jin,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98366661,,xe cấp cứu,3,Phương tiện,xe cấp cứu,22,Phương tiện,No,Unchanged,Unchanged,,,,,,,,,
98394458,,mùa hè của hồ ly,2,Phim Trung Quốc,hôn lễ vĩnh hằng,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
98403749,,em đẹp nhất là khi mỉm cười,4,Phim Trung Quốc,true beauty,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
98422476,,phim xã hội đen trung quốc,3,Khác,nhạc không lời việt nam,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98473038,,võ mỵ nương truyền kỳ,2,Phim Trung Quốc,thiên nga bóng đêm eve,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
98516200,,k2,5,Khác,nhat da,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98560932,,yt,3,Khác,oto,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98616632,,knocked up,3,Khác,argo,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98667432,,hoa của quỷ,2,Phim Hàn Quốc,em là một nửa đời anh,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
98686199,,thiên quan tứ phúc,12,Khác,rach mieu bridge,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98708913,,prime provider,3,Khác,dr stone season 2,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
98747667,,tấm cám chuyện chưa kể,2,chuyện chưa kể : Phim Việt Nam,tôi thấy hoa vàng trên cỏ xanh,2,Phim Việt Nam,Yes,Changed,chuyện chưa kể : Phim Việt Nam -> Phim Việt Nam,,,,,,,,,
98756155,,the sixth sense,2,Khác,những chàng trai tham vọng be mbitious,2,Phim Thái Lan,Yes,Changed,Khác -> Phim Thái Lan,,,,,,,,,
9884401,,bắt ma phá án,6,Phim Hàn Quốc,bạn trai tôi là hồ ly,3,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
98854740,,ben 10,3,Khác,ngôi nhà ma,2,Tâm linh,Yes,Changed,Khác -> Tâm linh,,,,,,,,,
98871897,,vô tình nhặt được tổng tài,2,Phim Trung Quốc,con ruột con riêng,3,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
98912278,,cuộc chiến thượng lưu 3,7,Phim Hàn Quốc,thiên nga bóng đêm,9,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
98913891,,kimetsu no yaiba,2,Anime,sakura thủ lĩnh thẻ bài,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
98944976,,cá mực hầm mật,11,Phim Trung Quốc,hương mật tựa khói sương,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
98946985,,hoa gian tân nương,2,Phim Trung Quốc,mặt nạ thủy tinh,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
99106346,,fairy tail,2,Anime,fairytail,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
99207687,,liên khúc ngọc sơn,3,Âm nhạc,bảo yến,2,Âm nhạc,Yes,Unchanged,Unchanged,,,,,,,,,
99309306,,attack on titan final season,7,Anime,attack on titan final season,4,Anime,No,Unchanged,Unchanged,,,,,,,,,
99315237,,giong hat viet nhi 2017,2,Khác,giong hat viet nhi 2015,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
99321872,,góa phụ nhí,24,Khác,tình yêu và định mệnh,28,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
9935923,,chú thuật hồi chiến,2,Anime,kobayashi,5,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
99463518,,ca nhạc,5,Âm nhạc,ca nhạc,3,Âm nhạc,No,Unchanged,Unchanged,,,,,,,,,
99551130,,armor,6,Khác,bleach,3,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
9987722,,vẻ đẹp đích thực,2,Phim Hàn Quốc,hồi kí vanitas,3,Anime,Yes,Changed,Phim Hàn Quốc -> Anime,,,,,,,,,
99965630,,haikyu,6,Khác,ha,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
99967600,,đại chiến titan,2,Anime,đao kiếm thần vực phần 4,3,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
0013823,,naruto,2,Anime,boruto naruto the movie,5,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
0052851,,trường vũ,2,Khác,24h yêu,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
0063373,,thiên nga bóng đêm,3,Phim Hàn Quốc,thiên nga bóng đêm tập 7,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
0072799,,sare,2,Khác,minh châu rực rỡ,2,Phim Thái Lan,Yes,Changed,Khác -> Phim Thái Lan,,,,,,,,,
0153358,,bão cát,2,Phim Thái Lan,tú bà cuối cùng s1,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
0156569,,xì trum,2,Khác,tuổi trẻ sục sôi,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
0189380,,chuyện tình bác sĩ,2,Phim Hàn Quốc,để tích thực thuyết minh,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
0323192,,thanh thanh tử khâm,2,Phim Trung Quốc,tư đằng,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
0422064,,tuyển sinh,3,Khác,liên minh công lý phiên bản của zack snyder,3,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,Yes,Changed,Khác -> phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,,,,,,,,,
0427682,,10 năm 3 tháng 30 ngày,7,Phim Trung Quốc,10 năm 3 tháng 30 ngày,4,Phim Trung Quốc,No,Unchanged,Unchanged,,,,,,,,,
0436037,,trần quốc việt,3,Khác,tôi là sợ,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06003219,,những chàng trai ngoan,2,Khác,hậu duệ mặt trời,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
06009395,,hội pháp sư,5,Anime,hội pháp sư,6,Anime,No,Unchanged,Unchanged,,,,,,,,,
06011614,,one punch man,2,Anime,luffy,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
06012869,,minecraft,3,Khác,ma tốc độ,4,Phim chiếu rạp,Yes,Changed,Khác -> Phim chiếu rạp,,,,,,,,,
06013572,,vincenzo,2,Phim Hàn Quốc,bất động sản trừ tà,3,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
06014765,,hàng xóm của tôi không chịu lớn,3,Phim Trung Quốc,con ruột con riêng,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
06022596,,aikatsu idol activity part 1,10,Khác,lưỡi cưa 9,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06022802,,anime,2,Khác,chuy,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06023121,,f4,2,Giải trí,co n,2,Khác,Yes,Changed,Giải trí -> Khác,,,,,,,,,
06024731,,chuông báo tình yêu,2,Khác,cô nàng xinh đẹp,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
06028055,,lưỡi gươm diệt quỷ,9,Anime,lưỡi gươm diệt quỷ,5,Anime,No,Unchanged,Unchanged,,,,,,,,,
06030450,,trịnh nghiệp thành,2,Khác,âm dương sư,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06031297,,fairy tail,31,Anime,fairy tail,28,Anime,No,Unchanged,Unchanged,,,,,,,,,
06032166,,giải mã mê cung,2,Tâm linh,đi bụi,2,Khác,Yes,Changed,Tâm linh -> Khác,,,,,,,,,
06034311,,penthouse 2,12,Phim Hàn Quốc,xin đừng gặp anh ấy,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
06039284,,fairy tail,4,Anime,fairy tail,2,Anime,No,Unchanged,Unchanged,,,,,,,,,
06041854,,mr queen,8,Phim Hàn Quốc,mr queen,2,Phim Hàn Quốc,No,Unchanged,Unchanged,,,,,,,,,
06047155,,chucky 2,2,Khác,tư đằng,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
06047239,,yeu,4,Khác,cuop bien vung ca,8,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06053649,,phim bảy viên ngọc rồng siêu cấp,2,Khác,tình yêu không khoảng cách,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06063828,,penthouse,4,Phim Hàn Quốc,anna,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
06065004,,nabi tôi sẽ không yêu em,10,Phim Thái Lan,thâm kế độc tình,3,Phim Thái Lan,Yes,Unchanged,Unchanged,,,,,,,,,
06074356,,liên minh công lý phiên bản của zack snyder,3,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,penthouse 2,4,Phim Hàn Quốc,Yes,Changed,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng -> Phim Hàn Quốc,,,,,,,,,
06080145,,lời nguyền ma lai,2,Phim Thái Lan,thước vải ma mị,4,Phim Thái Lan,Yes,Unchanged,Unchanged,,,,,,,,,
06081358,,tình cha,3,Khác,liên khúc tình cha,2,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
06082797,,attack on titan part 2,4,Anime,attack on titan season 4,15,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
06092595,,fairy tail,2,Anime,fairy tail season 2,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
06098452,,blues nơi đảo xanh,2,Khác,ngụy triếc minh,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06407702,,soma,5,Anime,soma,2,Anime,No,Unchanged,Unchanged,,,,,,,,,
06431936,,một con vịt,2,Âm nhạc thiếu nhi,một con vịt,4,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
06432902,,chuyện tình bác sĩ,3,Phim Hàn Quốc,người môi giới,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
06438239,,kênh htvc ca nhạc,2,Âm nhạc,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,Yes,Changed,Âm nhạc -> phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,,,,,,,,,
06442338,,bác sĩ yo han,3,Phim Hàn Quốc,lang y lừng danh,6,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
06444626,,lỡ,3,Khác,không phải định mệnh,5,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06447334,,boruto,3,naruto the movie : Anime,jujutsu kaisen,2,Anime,Yes,Changed,naruto the movie : Anime -> Anime,,,,,,,,,
06451333,,tiên nữ cử tạ kim bok joo,3,Phim Hàn Quốc,ngôi sao khoai tây,6,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
06453878,,cuộc chiến thượng lưu,2,Phim Hàn Quốc,sát thủ nhân tạo,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
06481306,,why her,2,Phim Hàn Quốc,spy fami,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
06489967,,bang c,17,Khác,bang c,2,Khác,No,Unchanged,Unchanged,,,,,,,,,
06495796,,chúng ta làm bạn được không,2,Khác,dẫu có lỗi lầm,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06807900,,asian cup 2023,2,Khác,đôngtimo vs lào,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
0681508,,tại sao lại là oh soo jae,2,Phim Hàn Quốc,naruto,2,Anime,Yes,Changed,Phim Hàn Quốc -> Anime,,,,,,,,,
06877132,,cuộc chiến thượng luuw phần 1 tập 1,2,Phim Hàn Quốc,trái tim lầm lỡ,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
06880354,,thu k,3,Khác,yeu kh,5,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
06886752,,naruto,3,Anime,winx,4,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
06889336,,chu thuat hoi chien,2,Anime,harry potter,2,Phim chiếu rạp / Giả tưởng,Yes,Changed,Anime -> Phim chiếu rạp / Giả tưởng,,,,,,,,,
06889755,,hội pháp sư,3,Anime,cuộc chiến thượng lưu,2,Phim Hàn Quốc,Yes,Changed,Anime -> Phim Hàn Quốc,,,,,,,,,
06892005,,bắt ma phá án,3,Phim Hàn Quốc,công tố viên quân sự do bae man,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
06893157,,cá mực hầm mật,3,Phim Trung Quốc,yêu em từ cái nhìn đầu tiên,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
0778029,,nguo,3,Khác,pho w,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
0957368,,cuộc chiến,2,Khác,hậu duệ mặt trời,3,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
098964,,juma,5,Khác,có mỗi cái kia được,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
1085656,,thử thách thần tượng,6,Chương trình truyền hình,thử thách thần tượng,2,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
1102916,,goblin,2,Phim Hàn Quốc,chàng hậu,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
1138850,,why her,2,Phim Hàn Quốc,dao kie,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
1205919,,vit nhieu mau,3,Khác,youtobe,31,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
1263836,,người nhện không còn nhà,2,không còn nhà : Phim chiếu rạp / Siêu anh hùng,eve,2,Phim Hàn Quốc,Yes,Changed,không còn nhà : Phim chiếu rạp / Siêu anh hùng -> Phim Hàn Quốc,,,,,,,,,
1293188,,blacklist,2,Khác,phàm nhân tu tiên phần 3,2,Phim hoạt hình 3D Trung Quốc,Yes,Changed,Khác -> Phim hoạt hình 3D Trung Quốc,,,,,,,,,
1322019,,vô hạn hệ thống,2,Khác,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,Yes,Changed,Khác -> phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,,,,,,,,,
1449014,,liên minh công lý phiên bản của zack snyder,2,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,magic kai,2,Khác,Yes,Changed,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng -> Khác,,,,,,,,,
1539034,,vườn sao băng,3,Khác,nhất kiến khuynh tâm,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
